nama_produk,nama_shade,kategori,brand,harga,rating
The Gold One Rouge Velvet Matte Lip Cream,08 Coco,lipstick,You Beauty,85000.0,4.1
Creamatte Lip Cream,Perky Plum,lipstick,Emina,47500.0,4.5
Soft Matte Lip Cream,Abu Dhabi,lipstick,Nyx,125000.0,4.1
Exclusive Matte Lip Cream,08 Pinkcredible,lipstick,Wardah,66500.0,3.9
Mattedorable Lipcream (Boba Edition),01 Forest Berry,lipstick,Hanasui,23500.0,4.0
Matte Lipstick,Velvet Teddy,lipstick,Mac,280000.0,4.1
Colorfit Velvet Matte Lip Mousse,14 Dainty Caramel,lipstick,Wardah,73000.0,4.8
The Powder Mattes by Color Sensational,Make Me Blush,lipstick,Maybelline,55000.0,3.6
Perfect Matte Lip Color,704 Barely Nude,lipstick,Viva Cosmetics,25000.0,3.9
Lipstick Color Matte,83 Pirus,lipstick,Purbasari,32000.0,3.9
Superstay Matte Ink Liquid Lipstick,Self-starter,lipstick,Maybelline,115000.0,4.4
Day to Day Series Lite Matte Lip Cream,03 Passionate,lipstick,Implora,29900.0,4.3
Lipstick Color Matte,92 Rose,lipstick,Purbasari,34000.0,3.8
Colorfit Last All Day Lip Paint,Stay Russet,lipstick,Wardah,65000.0,4.2
Holy Lip Creme,Hebe,lipstick,Looke Cosmetics,139000.0,4.6
Rouge Edition Velvet,Ole Flamingo,lipstick,Bourjois,188000.0,3.9
Matte Lipstick,Russian Red,lipstick,Mac,250000.0,4.5
Rouge Pur Couture Satin Radiance Lipstick,52 Rosy Coral/Rouge Rose,lipstick,Yves Saint Laurent,473580.0,4.0
Sueded! Lip and Cheek Cream,Maxwell,lipstick,Rollover Reaction,119000.0,4.4
Creamatte Lip Cream,Gingerale,lipstick,Emina,47500.0,4.6
Rouge Signature Liquid Lipstick,113 I Don't,lipstick,L'Oreal Paris,150000.0,4.5
Mattesetter Lip Matte Paint,03 Chic,lipstick,Instaperfect,89000.0,4.1
Soft Matte Lip Cream,Prague,lipstick,Nyx,125000.0,4.0
Ultra Hi-Matte Lipstick,006 Silky Blonde,lipstick,Make Over,89000.0,3.2
MegaLast Lip Color,In The Flesh,lipstick,Wet N Wild,98000.0,3.8
Lasting Matte Lip Cream,N05 Cookies,lipstick,Pinkflash,18500.0,4.1
Valipcious Velvet Matte,Choco Melt,lipstick,Mizzu,79000.0,4.1
Superstay Matte Ink Liquid Lipstick,Voyager,lipstick,Maybelline,115000.0,4.2
Sueded! Lip and Cheek Cream,Moss,lipstick,Rollover Reaction,119000.0,4.0
Rouge Signature Liquid Lipstick,114 I Represent,lipstick,L'Oreal Paris,150000.0,4.5
Exclusive Matte Lip Cream,07 Hello Ruby,lipstick,Wardah,66500.0,4.2
Exclusive Matte Lipstick,14 Velvety Brown,lipstick,Wardah,42000.0,3.6
The Gold One Rouge Velvet Matte Lip Cream,06 Kelly,lipstick,You Beauty,85000.0,4.6
Choco Rush Lip Cream,02 - Rouge in Minute,lipstick,Fanbo,50000.0,4.6
ElsheSkin X Tasya Farasya Nude Collection,DESCRIPTION,lipstick,Elsheskin,199000.0,3.9
Lip Cream,07 Vintage Rose,lipstick,Pixy,45000.0,3.0
Matte Pigment Gloss,Dreamy,lipstick,L.A. Girl,75000.0,2.5
Oh My Glam Matte Kiss Lip Cream Coffee Edition,Cappuccino,lipstick,Omg,19000.0,4.2
Long Lasting Lipstick,10 Stylish Mocca,lipstick,Wardah,46000.0,3.7
Intense Matte Lip Cream,013 Dainty,lipstick,Make Over,90000.0,4.2
Lipstick Color Matte,91 Opal,lipstick,Purbasari,32500.0,4.1
Mattesetter Lip Matte Paint,Vibe,lipstick,Instaperfect,89000.0,4.1
Soft Matte Lip Cream,San Paulo,lipstick,Nyx,125000.0,3.9
Sueded! Lip and Cheek Cream,Prudence,lipstick,Rollover Reaction,119000.0,4.4
Color Riche Matte Lipstick,242 Rose Nuance,lipstick,L'Oreal Paris,69000.0,4.4
My Precious Lip Cream X Regal,Mrs. Marie,lipstick,Moko Moko,24500.0,4.4
Matte Color,Sweet Peach,lipstick,Lip Ice,44500.0,3.6
Lip Cushion,02 Be Cherry,lipstick,Emina,56500.0,3.9
Daily Mood Lip Cream,245 Mysterious Mocha,lipstick,Nacific Cosmetics,120000.0,4.5
Oh My Glam Matte Kiss Lip Cream Coffee Edition,Espresso,lipstick,Omg,19000.0,4.6
Intense Matte Lipstick,11 Choco Town,lipstick,Wardah,46000.0,3.8
Mattedorable Lipcream,02 Posh,lipstick,Hanasui,30000.0,4.2
Mattedorable Lipcream (Boba Edition),02 Brown Sugar,lipstick,Hanasui,23500.0,4.2
Matte Lipstick,Rossana,lipstick,Elsheskin,49000.0,4.0
Long Lasting Matte Lip Cream,8,lipstick,Lt Pro,95000.0,4.3
Day to Day Series Keychain Lip Bullet,01 Intention,lipstick,Implora,27500.0,4.2
Glasting Liquid Lip,03 Dazzle Maple,lipstick,Wardah,93000.0,4.8
MegaLast Lip Color,Cherry Bomb,lipstick,Wet N Wild,98000.0,3.3
Valipcious Velvet Matte,Midnight Rush,lipstick,Mizzu,79000.0,4.3
Creamatte Lip Cream,Beet Bites,lipstick,Emina,47500.0,4.5
Soft Matte Lip Cream,London,lipstick,Nyx,125000.0,4.1
Lip Lingerie,Ruffle Trim,lipstick,Nyx,140000.0,3.7
MegaLast Lip Color,Coral-ine,lipstick,Wet N Wild,98000.0,3.3
Sueded! Lip and Cheek Cream,Livv,lipstick,Rollover Reaction,119000.0,4.3
Matte Pigment Gloss,Secret,lipstick,L.A. Girl,75000.0,3.2
Matte In Love,Ginger Ale,lipstick,Pixy,43000.0,3.9
Super Lustrous Lipstick,Sandalwood Beige,lipstick,Revlon,35000.0,4.2
Mattedorable Lipcream,01 Kiss,lipstick,Hanasui,30000.0,4.3
Sweet Cream Matte Liquid Lip Color,07 Tiramisu,lipstick,Jordana,85000.0,4.1
Colorfit Last All Day Lip Paint,Brownderlast,lipstick,Wardah,65000.0,4.2
Glasting Liquid Lip,01 Caramel Coat,lipstick,Wardah,93000.0,4.1
Mattedorable Lipcream,03 Star,lipstick,Hanasui,30000.0,4.8
She'll Kiss Forever Disney Princess Ariel Edition,Amber,lipstick,Jacquelle,139000.0,5.0
The Grail Soft Matte Lip Cream,Merlot,lipstick,Mineral Botanica,50000.0,4.2
Lipstick Color Matte,85 Safir,lipstick,Purbasari,32000.0,3.7
Lip Coat,Caramel Champagne,lipstick,Blp Beauty,129000.0,4.1
Day to Day Series Keychain Lip Bullet,04 Attention,lipstick,Implora,27500.0,4.2
Color Sensational Ultimatte Slim Lipstick,Taupe,lipstick,Maybelline,99000.0,4.9
Lip Cushion,01 Let It Peach,lipstick,Emina,56500.0,4.3
MegaLast Lip Color,Bare It All,lipstick,Wet N Wild,98000.0,3.4
Superstay Matte Ink Liquid Lipstick,Seeker,lipstick,Maybelline,115000.0,4.6
Colorfit Velvet Matte Lip Mousse,06 Fuschia Lover,lipstick,Wardah,69000.0,4.4
The Powder Mattes by Color Sensational,Toasted Brown,lipstick,Maybelline,55000.0,4.6
Exclusive Matte Lip Cream,01 Red-Dicted,lipstick,Wardah,66500.0,4.1
Retro Matte,Ruby Woo,lipstick,Mac,240000.0,4.2
Soft Matte Lip Cream,Antwerp,lipstick,Nyx,125000.0,3.5
Colorfit Last All Day Lip Paint,Eternal Sunset,lipstick,Wardah,65000.0,4.0
Intense Matte Lipstick,05 Easy Brownie,lipstick,Wardah,46000.0,4.0
Lip Coat,Lavender Cream,lipstick,Blp Beauty,129000.0,4.2
Meet Matt(e) Hughes Long-Lasting Liquid Lipstick,Committed,lipstick,Thebalm,260000.0,4.2
Lip Cream,01 Chic Rose,lipstick,Pixy,45000.0,3.9
Lip Mousse Records,Pop All Day - Reformulation in February 2023,lipstick,Rose All Day Cosmetics,99000.0,4.3
Colorfit Fresh Matte Lip Ink,01 Energy Shot,lipstick,Wardah,62000.0,4.2
Oh My Glam Matte Kiss Lip Cream,12 Scarlet,lipstick,Omg,25000.0,4.4
Colorfit Velvet Matte Lip Mousse,02 Joyful Orange,lipstick,Wardah,69000.0,3.9
Rouge Signature Liquid Lipstick,124 I Embrace,lipstick,L'Oreal Paris,150000.0,4.8
Holy Lip Creme,Thalia,lipstick,Looke Cosmetics,139000.0,4.4
Matte Lip Liquid,Nairobi Camellia,lipstick,The Body Shop,129000.0,4.5
She'll Kiss Forever Disney Princess Ariel Edition,Mapple,lipstick,Jacquelle,139000.0,5.0
Intense Matte Lip Cream,010 Lux,lipstick,Make Over,100000.0,4.3
Lipstick Color Matte,81 Diamond,lipstick,Purbasari,32000.0,4.3
Color Sensational Ultimate Slim Lipstick,Almond,lipstick,Maybelline,99000.0,4.1
Colorfit Fresh Matte Lip Ink,02 Smart Cookie,lipstick,Wardah,62000.0,4.3
Exclusive Moist Lipstick,37 Pink Lovers,lipstick,Wardah,0.0,3.0
Colorfit Last All Day Lip Paint,Brick On,lipstick,Wardah,65000.0,4.2
Perfect Matte Lip Coat,Dear Fanny,lipstick,Dear Me Beauty,109000.0,4.3
Lip Coat,Peppermint Pink,lipstick,Blp Beauty,129000.0,3.8
Color Riche Matte Lipstick,288 Mont Blanc,lipstick,L'Oreal Paris,69000.0,4.3
Exclusive Matte Lip Cream,04 Pink Me,lipstick,Wardah,59000.0,3.2
The Gold One Rouge Velvet Matte Lip Cream,03 Charming,lipstick,You Beauty,85000.0,4.2
Glasting Liquid Lip,11 Petal Blush,lipstick,Wardah,93000.0,4.9
Exclusive Moist Lipstick,48 Rosemary,lipstick,Wardah,30000.0,2.9
Creamatte Lip Cream,Amazeballs,lipstick,Emina,47500.0,4.3
Lippie Stix,Lumiere,lipstick,Colourpop Cosmetics,130000.0,3.3
Creamatte Lip Cream,Fuzzy Wuzzy,lipstick,Emina,47500.0,4.3
Melted Matte Lip,Butterfly,lipstick,Goban Cosmetics,130000.0,4.1
Long Lasting Lipstick,02 Pink Sorbet,lipstick,Wardah,49000.0,2.9
Lipstick Color Matte,87 Zamrud,lipstick,Purbasari,32000.0,3.7
Duo Lip Color - Color Trend 2016,Krakatau-07,lipstick,Sariayu,99000.0,3.8
Everyday! Matte Lip Shot,04 #ootd,lipstick,Wardah,45000.0,4.2
Lipstick Color Matte,89 Jade,lipstick,Purbasari,32000.0,3.9
Matte Lipcream,13 Terracotta,lipstick,Azzura,53500.0,4.7
Colorfit Velvet Matte Lip Mousse,10 Lively Coral,lipstick,Wardah,73000.0,4.8
Intense Matte Lip Cream,011 Pompous,lipstick,Make Over,100000.0,4.6
Long Lasting Lipstick,01 Fabulous Peach,lipstick,Wardah,49000.0,3.0
HI-MATTE Lip Cream,03 Lantana,lipstick,Purbasari,52800.0,3.7
Creamatte Lip Cream,MauveLous,lipstick,Emina,47500.0,4.1
Lippie Stix,Brink,lipstick,Colourpop Cosmetics,130000.0,3.7
Ultra HD Matte Lipcolor,Addiction,lipstick,Revlon,120000.0,3.9
CHUNKY! Lip Cheek Crayon,Kahlo,lipstick,Rollover Reaction,125000.0,4.2
Colorfit Velvet Matte Lip Mousse,05 Artisan Mauve,lipstick,Wardah,69000.0,4.4
Oh My Glam Matte Kiss Lip Cream Coffee Edition,Latte,lipstick,Omg,19000.0,4.3
Soft Matte Lip Cream,13 Loredea,lipstick,Marcks Venus,46000.0,3.9
Soft Matte Lip Cream,Milan,lipstick,Nyx,125000.0,3.7
Exclusive Moist Lipstick,30 Golden Coral,lipstick,Wardah,42000.0,3.5
3 in 1 Multistick Crayon,Dear Alice,lipstick,Dear Me Beauty,89000.0,4.1
Lip Cream,12 Mild Peach,lipstick,Pixy,45000.0,3.5
Colorfit Velvet Matte Lip Mousse,11 Cherish Marmalade,lipstick,Wardah,73000.0,4.8
Colorfit Velvet Matte Lip Mousse,09 Ombre Charmer,lipstick,Wardah,73000.0,4.3
Superstay Ink Crayon,Enjoy The View,lipstick,Maybelline,99000.0,4.6
Lipstick Color Matte,84 Ruby,lipstick,Purbasari,32000.0,3.6
Cliquematte Lip Stylo,203 Crush,lipstick,Make Over,115000.0,3.9
Mattedorable Lipcream (Boba Edition),06 Hazelnut Latte,lipstick,Hanasui,30000.0,4.6
Mattedorable Lipcream,04 Chic,lipstick,Hanasui,30000.0,4.1
Valipcious Velvet Matte,Calm Sense,lipstick,Mizzu,79000.0,3.8
Lip Cream,Deep Mallow,lipstick,Mahana,89000.0,4.2
MegaLast Lip Color,Rose-Bud,lipstick,Wet N Wild,98000.0,3.4
lipstik,33,lipstick,Hare,10000.0,3.7
Choco Rush Lip Cream,01 - It's Amberday,lipstick,Fanbo,50000.0,4.5
Lip & Cheek Crayon,Natural Nude,lipstick,Indoganic,129000.0,4.0
Color Sensational Ultimatte Slim Lipstick,Buff,lipstick,Maybelline,99000.0,4.2
Intense Matte Lipstick,02 Blushing Nude,lipstick,Wardah,46000.0,3.8
Rouge Signature Liquid Lipstick,121 I Choose,lipstick,L'Oreal Paris,150000.0,4.5
Matte Lip Creame,Dear Anna,lipstick,Dear Me Beauty,89900.0,4.3
Color Stick Matte Crayon,105 Skye,lipstick,Make Over,99000.0,4.3
Creamatte Lip Cream,Jelly Bean,lipstick,Emina,47500.0,4.4
Intense Matte Lip Cream,019 Vogue,lipstick,Make Over,100000.0,4.3
Superstay Matte Ink Liquid Lipstick,Assertive,lipstick,Maybelline,115000.0,4.4
Creamatte Lip Cream,Flamingo,lipstick,Emina,47500.0,4.1
Long Lasting Matte Lip Cream,5,lipstick,Lt Pro,95000.0,3.8
Holy Lip Creme,Gaia,lipstick,Looke Cosmetics,139000.0,4.5
Day to Day Series Keychain Lip Bullet,02 Habitual,lipstick,Implora,27500.0,5.0
Cushion Matte Lip Cream,CM17 Chesnut On Point,lipstick,Maybelline,85000.0,4.2
Lip Cream,11 Gaudi Orange,lipstick,Pixy,45000.0,4.4
Soft Matte Lip Cream,Addis Ababa,lipstick,Nyx,125000.0,3.7
Superstay Matte Ink Liquid Lipstick,Lover,lipstick,Maybelline,115000.0,3.7
Lip Cream,09 Glam Coral,lipstick,Pixy,45000.0,3.4
Superstay Matte Ink Un-Nude Liquid Lipstick,Amazonian,lipstick,Maybelline,125000.0,4.3
Intense Matte Lip Cream,015 Coquette,lipstick,Make Over,100000.0,4.1
Colorfit Velvet Matte Lip Mousse,03 Rose Ballerina,lipstick,Wardah,69000.0,4.2
Day to Day Series Lite Matte Lip Cream,06 Attitude,lipstick,Implora,29900.0,5.0
Stay All Day Liquid Lipstick,Patina,lipstick,Stila,330000.0,3.9
Exclusive Matte Lip Cream,03 See You Latte,lipstick,Wardah,66500.0,3.6
Etude House x Red Velvet Matte Chic Lip Lacquer,DESCRIPTION,lipstick,Etude House,150.0,4.3
Intense Matte Lipstick,12 Lady Burgundy,lipstick,Wardah,46000.0,4.1
Superstay Ink Crayon,Make It Happen,lipstick,Maybelline,99000.0,4.3
Lipstick Color Matte,82 Mirah,lipstick,Purbasari,32000.0,3.8
Sensational Liquid Matte,Sensationally Me,lipstick,Maybelline,65000.0,4.2
Soft Matte Lip Cream,Amsterdam,lipstick,Nyx,125000.0,3.9
Colorfit Velvet Matte Lip Mousse,01 Brown Dreamer,lipstick,Wardah,69000.0,3.9
Lip Cream,Darling Pink,lipstick,Mahana,89000.0,4.2
Intense Matte Lip Cream,014 Coco,lipstick,Make Over,90000.0,4.2
Cliquematte Lip Stylo,202 Hollywood,lipstick,Make Over,115000.0,4.6
Ultra Hi-Matte Lipstick,011 Baby Bombshell,lipstick,Make Over,89000.0,3.4
Exclusive Matte Lip Cream,18 Saturdate Night,lipstick,Wardah,59000.0,4.4
3 in 1 Multistick Crayon,Dear Lily,lipstick,Dear Me Beauty,89000.0,4.0
Color Stick Matte Crayon,103 Harper,lipstick,Make Over,80200.0,4.0
Rouge Edition Velvet,Beau Brun,lipstick,Bourjois,188000.0,4.2
Matte Pigment Gloss,Bazaar,lipstick,L.A. Girl,75000.0,2.8
Rouge Edition Velvet,Nude-ist,lipstick,Bourjois,180000.0,3.9
HI-MATTE Lip Cream,05 Freesia,lipstick,Purbasari,52800.0,3.7
Ultra Matte Lip,Solow,lipstick,Colourpop Cosmetics,145000.0,3.4
Intense Matte Lip Cream,016 Pixie,lipstick,Make Over,100000.0,4.4
Colorfit Velvet Matte Lip Mousse,12 Chic Terracotta,lipstick,Wardah,73000.0,4.4
MegaLast Lip Color,Wine Room,lipstick,Wet N Wild,98000.0,3.4
Lipstick Color Matte,95 Amber,lipstick,Purbasari,32500.0,4.0
Nameera Pure Glow Moisturising Lipstick,Blushing Rose,lipstick,Nameera,0.0,3.6
Rouge Signature Liquid Lipstick,105 I Rule,lipstick,L'Oreal Paris,150000.0,4.5
Colorfit Velvet Matte Lip Mousse,07 Red Pioneer,lipstick,Wardah,69000.0,4.8
Lip Coat,Burnt Cinnamon,lipstick,Blp Beauty,129000.0,4.4
Intense Matte Lipstick,06 Blooming Pink,lipstick,Wardah,46000.0,3.8
Creamatte Lip Cream,Pumpkin Spice,lipstick,Emina,47500.0,4.0
Glasting Liquid Lip,04 Rosewood Radiance,lipstick,Wardah,93000.0,4.5
Velvet Matteness Lipstick,Nude,lipstick,Lip On Lip,40000.0,4.0
Superstay Matte Ink Liquid Lipstick,Seductress,lipstick,Maybelline,115000.0,4.5
Lipstick Color Matte,90 Crystal,lipstick,Purbasari,32000.0,4.0
She'll Kiss Forever Disney Princess Ariel Edition,Berry,lipstick,Jacquelle,139000.0,4.2
Provocalips 16HR Kissproof Lip Colour,Make Your Move,lipstick,Rimmel,140000.0,3.5
Color Show Lipstick,105 Pinkalicious,lipstick,Maybelline,33000.0,3.5
Colorfit Last All Day Lip Paint Around The World,15 Dazzling New York,lipstick,Wardah,66300.0,4.9
Lip Cream,Sexy Red,lipstick,Mahana,89000.0,4.2
Colorfit Last All Day Lip Paint Around The World,13 Dubai Lux,lipstick,Wardah,66300.0,4.8
Lip Cream,403 Cherry Sweet,lipstick,Pinkberry,45000.0,4.2
Holy Lip Creme,Irene,lipstick,Looke Cosmetics,139000.0,4.3
Superstay Matte Ink Un-Nude Liquid Lipstick,Seductress,lipstick,Maybelline,103000.0,4.2
Intense Matte Lip Cream,008 Libertine,lipstick,Make Over,100000.0,4.6
Intense Matte Lip Cream,009 Posh,lipstick,Make Over,100000.0,4.5
Ultra Hi-Matte Lipstick,005 Champagne Rose,lipstick,Make Over,89000.0,4.2
Glasting Liquid Lip,05 Glazing Berry,lipstick,Wardah,93000.0,4.1
Infallible Matte Resistance,420 Le Rouge Paris,lipstick,L'Oreal Paris,139000.0,4.2
Mattesetter Lip Matte Paint,02 Dear,lipstick,Instaperfect,89000.0,4.4
Superstay Matte Ink Liquid Lipstick,Versatile,lipstick,Maybelline,115000.0,4.2
Exclusive Matte Lip Cream,02 Fuschionately,lipstick,Wardah,59000.0,3.7
Super Lustrous Lipstick,Rum Raisin,lipstick,Revlon,37000.0,4.4
Rouge Signature Liquid Lipstick,112 I Achieve,lipstick,L'Oreal Paris,150000.0,4.6
Rouge Edition Velvet,Grand Cru,lipstick,Bourjois,188000.0,3.9
Creamatte Lip Cream,Baby Fox,lipstick,Emina,47500.0,4.0
Colorfit Velvet Matte Lip Mousse,08 Brown Creator,lipstick,Wardah,69000.0,4.2
Cushion Matte Lip Cream,CM06 Urban Spice,lipstick,Maybelline,85000.0,4.2
Gotta Be Matte Lip Cream,303 Retro Mauve,lipstick,Rivera,115000.0,4.1
Day to Day Series Keychain Lip Bullet,03 Extraordinary,lipstick,Implora,27500.0,4.2
The Powder Mattes by Color Sensational,Almond Pink,lipstick,Maybelline,55000.0,4.2
Exclusive Moist Lipstick,21 Orchid Pink,lipstick,Wardah,42000.0,3.2
Sugar Rush Lipstick,Cookie Dough,lipstick,Emina,36000.0,3.4
Lip Mousse Records,Midnight Melody - Reformulation in February 2023,lipstick,Rose All Day Cosmetics,99000.0,4.4
MAC Matte Lipstick,Taupe,lipstick,Mac,279000.0,4.4
Matte It Perfect Lip Cream,Marvelous Creme,lipstick,Safi,97000.0,4.5
Lip Coat,Ginger Bread,lipstick,Blp Beauty,129000.0,4.4
Matte Pigment Gloss,Fleur,lipstick,L.A. Girl,75000.0,2.7
Mattedorable Lipcream,06 Ritz,lipstick,Hanasui,30000.0,4.8
Creamatte Lip Cream,Starfish,lipstick,Emina,47500.0,4.3
Color Riche Matte Lipstick,286 Evening Sur Seine,lipstick,L'Oreal Paris,69000.0,4.1
She'll Kiss Forever Disney Princess Ariel Edition,Cherry,lipstick,Jacquelle,139000.0,4.2
Lipstick Color Matte,93 Beryl,lipstick,Purbasari,36900.0,4.2
Ultra HD Matte Lipcolor,Devotion,lipstick,Revlon,120000.0,3.9
Exclusive Matte Lipstick,17 Gorgeous Pink,lipstick,Wardah,42000.0,3.0
Color Show Lipstick,308 Orange Icon,lipstick,Maybelline,30000.0,3.2
Color Riche Matte Lipstick,248 Flatter Me Nude,lipstick,L'Oreal Paris,69000.0,4.5
The Grail Soft Matte Lip Cream,Champagne Beige,lipstick,Mineral Botanica,50000.0,3.1
Exclusive Matte Lip Cream,11 Oh So Nude,lipstick,Wardah,66500.0,3.8
Lip Cream,406 Love Struck,lipstick,Pinkberry,40000.0,4.4
Rouge Edition Velvet,Peach Club,lipstick,Bourjois,188000.0,3.8
The Powder Mattes by Color Sensational,Plum Perfection,lipstick,Maybelline,55000.0,4.3
Mattedorable Lipcream (Boba Edition),03 Salted Caramel,lipstick,Hanasui,23500.0,4.2
Superstay Matte Ink Liquid Lipstick,Delicate,lipstick,Maybelline,107000.0,4.3
Long Lasting Matte Lip Cream,3,lipstick,Lt Pro,95000.0,4.4
Cushion Matte Lip Cream,CM07 Lips On Pulse,lipstick,Maybelline,85000.0,4.9
Melted Matte Lip,DayDreaming,lipstick,Goban Cosmetics,130000.0,4.2
The Gold One Rouge Velvet Matte Lip Cream,02 Naked,lipstick,You Beauty,85000.0,4.0
Lip Velvet SPY x Family Edition,Wish,lipstick,Jacquelle,139000.0,4.3
Oh My Glam Matte Kiss Lip Cream,01 Dreamy,lipstick,Omg,25000.0,4.0
Lip Paint,06 Mocha Mousse,lipstick,Zoya Cosmetics,65000.0,3.8
Color Stick Matte Crayon,101 Brooklyn,lipstick,Make Over,80000.0,4.6
HI-MATTE Lip Cream,02 Azalea,lipstick,Purbasari,52800.0,3.9
Exclusive Matte Lip Cream,05 Speechless,lipstick,Wardah,66500.0,3.5
She'll Kiss Forever Disney Princess Ariel Edition,Latte,lipstick,Jacquelle,139000.0,4.3
Exclusive Matte Lip Cream,09 Mauve On,lipstick,Wardah,66500.0,4.0
Sueded! Lip and Cheek Cream,Sally,lipstick,Rollover Reaction,119000.0,3.7
Make It Glow Crayonttention,09 Chocolicious,lipstick,Pixy,95000.0,4.2
Lip Cream,05 Edgy Plum,lipstick,Pixy,45000.0,3.8
Ultra Hi-Matte Lipstick,015 Fame Fatale,lipstick,Make Over,89000.0,3.9
Exclusive Matte Lip Cream,10 Berry Pretty,lipstick,Wardah,59000.0,3.5
Matte Lipstick,Kinda sexy,lipstick,Mac,220000.0,4.3
My Precious Lip Cream,Dreamy Nude Pink,lipstick,Moko Moko,24500.0,4.3
Lip Lingerie,Exotic,lipstick,Nyx,140000.0,4.1
Long Lasting Matte Lip Cream,6,lipstick,Lt Pro,95000.0,4.2
Lip Cream,Sexy Nude,lipstick,Mahana,89000.0,4.2
Sensational Liquid Matte,Soft Wine,lipstick,Maybelline,65000.0,4.6
Intense Matte Lip Cream,005 Impulse,lipstick,Make Over,100000.0,4.5
Sensational Liquid Matte,Truly MLBB,lipstick,Maybelline,65000.0,3.9
Colorfit Last All Day Lip Paint Around The World,17 Tokyo Breeze,lipstick,Wardah,66300.0,4.9
